0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	1	1
1	0	0	0	0	0	0	1	0	2
2	0	0	0	0	0	0	1	1	3
1	0	0	0	0	0	1	0	0	4
2	0	0	0	0	0	1	0	1	5
2	0	0	0	0	0	1	1	0	6
3	0	0	0	0	0	1	1	1	7
1	0	0	0	0	1	0	0	0	8
2	0	0	0	0	1	0	0	1	9
2	0	0	0	0	1	0	1	0	10
3	0	0	0	0	1	0	1	1	11
2	0	0	0	0	1	1	0	0	12
3	0	0	0	0	1	1	0	1	13
3	0	0	0	0	1	1	1	0	14
4	0	0	0	0	1	1	1	1	15
1	0	0	0	1	0	0	0	0	16
2	0	0	0	1	0	0	0	1	17
2	0	0	0	1	0	0	1	0	18
3	0	0	0	1	0	0	1	1	19
2	0	0	0	1	0	1	0	0	20
3	0	0	0	1	0	1	0	1	21
3	0	0	0	1	0	1	1	0	22
4	0	0	0	1	0	1	1	1	23
2	0	0	0	1	1	0	0	0	24
3	0	0	0	1	1	0	0	1	25
3	0	0	0	1	1	0	1	0	26
4	0	0	0	1	1	0	1	1	27
3	0	0	0	1	1	1	0	0	28
4	0	0	0	1	1	1	0	1	29
4	0	0	0	1	1	1	1	0	30
5	0	0	0	1	1	1	1	1	31
1	0	0	1	0	0	0	0	0	32
2	0	0	1	0	0	0	0	1	33
2	0	0	1	0	0	0	1	0	34
3	0	0	1	0	0	0	1	1	35
2	0	0	1	0	0	1	0	0	36
3	0	0	1	0	0	1	0	1	37
3	0	0	1	0	0	1	1	0	38
4	0	0	1	0	0	1	1	1	39
2	0	0	1	0	1	0	0	0	40
3	0	0	1	0	1	0	0	1	41
3	0	0	1	0	1	0	1	0	42
4	0	0	1	0	1	0	1	1	43
3	0	0	1	0	1	1	0	0	44
4	0	0	1	0	1	1	0	1	45
4	0	0	1	0	1	1	1	0	46
5	0	0	1	0	1	1	1	1	47
2	0	0	1	1	0	0	0	0	48
3	0	0	1	1	0	0	0	1	49
3	0	0	1	1	0	0	1	0	50
4	0	0	1	1	0	0	1	1	51
3	0	0	1	1	0	1	0	0	52
4	0	0	1	1	0	1	0	1	53
4	0	0	1	1	0	1	1	0	54
5	0	0	1	1	0	1	1	1	55
3	0	0	1	1	1	0	0	0	56
4	0	0	1	1	1	0	0	1	57
4	0	0	1	1	1	0	1	0	58
5	0	0	1	1	1	0	1	1	59
4	0	0	1	1	1	1	0	0	60
5	0	0	1	1	1	1	0	1	61
5	0	0	1	1	1	1	1	0	62
6	0	0	1	1	1	1	1	1	63
1	0	1	0	0	0	0	0	0	64
2	0	1	0	0	0	0	0	1	65
2	0	1	0	0	0	0	1	0	66
3	0	1	0	0	0	0	1	1	67
2	0	1	0	0	0	1	0	0	68
3	0	1	0	0	0	1	0	1	69
3	0	1	0	0	0	1	1	0	70
4	0	1	0	0	0	1	1	1	71
2	0	1	0	0	1	0	0	0	72
3	0	1	0	0	1	0	0	1	73
3	0	1	0	0	1	0	1	0	74
4	0	1	0	0	1	0	1	1	75
3	0	1	0	0	1	1	0	0	76
4	0	1	0	0	1	1	0	1	77
4	0	1	0	0	1	1	1	0	78
5	0	1	0	0	1	1	1	1	79
2	0	1	0	1	0	0	0	0	80
3	0	1	0	1	0	0	0	1	81
3	0	1	0	1	0	0	1	0	82
4	0	1	0	1	0	0	1	1	83
3	0	1	0	1	0	1	0	0	84
4	0	1	0	1	0	1	0	1	85
4	0	1	0	1	0	1	1	0	86
5	0	1	0	1	0	1	1	1	87
3	0	1	0	1	1	0	0	0	88
4	0	1	0	1	1	0	0	1	89
4	0	1	0	1	1	0	1	0	90
5	0	1	0	1	1	0	1	1	91
4	0	1	0	1	1	1	0	0	92
5	0	1	0	1	1	1	0	1	93
5	0	1	0	1	1	1	1	0	94
6	0	1	0	1	1	1	1	1	95
2	0	1	1	0	0	0	0	0	96
3	0	1	1	0	0	0	0	1	97
3	0	1	1	0	0	0	1	0	98
4	0	1	1	0	0	0	1	1	99
3	0	1	1	0	0	1	0	0	100
4	0	1	1	0	0	1	0	1	101
4	0	1	1	0	0	1	1	0	102
5	0	1	1	0	0	1	1	1	103
3	0	1	1	0	1	0	0	0	104
4	0	1	1	0	1	0	0	1	105
4	0	1	1	0	1	0	1	0	106
5	0	1	1	0	1	0	1	1	107
4	0	1	1	0	1	1	0	0	108
5	0	1	1	0	1	1	0	1	109
5	0	1	1	0	1	1	1	0	110
6	0	1	1	0	1	1	1	1	111
3	0	1	1	1	0	0	0	0	112
4	0	1	1	1	0	0	0	1	113
4	0	1	1	1	0	0	1	0	114
5	0	1	1	1	0	0	1	1	115
4	0	1	1	1	0	1	0	0	116
5	0	1	1	1	0	1	0	1	117
5	0	1	1	1	0	1	1	0	118
6	0	1	1	1	0	1	1	1	119
4	0	1	1	1	1	0	0	0	120
5	0	1	1	1	1	0	0	1	121
5	0	1	1	1	1	0	1	0	122
6	0	1	1	1	1	0	1	1	123
5	0	1	1	1	1	1	0	0	124
6	0	1	1	1	1	1	0	1	125
6	0	1	1	1	1	1	1	0	126
7	0	1	1	1	1	1	1	1	127
1	1	0	0	0	0	0	0	0	128
2	1	0	0	0	0	0	0	1	129
2	1	0	0	0	0	0	1	0	130
3	1	0	0	0	0	0	1	1	131
2	1	0	0	0	0	1	0	0	132
3	1	0	0	0	0	1	0	1	133
3	1	0	0	0	0	1	1	0	134
4	1	0	0	0	0	1	1	1	135
2	1	0	0	0	1	0	0	0	136
3	1	0	0	0	1	0	0	1	137
3	1	0	0	0	1	0	1	0	138
4	1	0	0	0	1	0	1	1	139
3	1	0	0	0	1	1	0	0	140
4	1	0	0	0	1	1	0	1	141
4	1	0	0	0	1	1	1	0	142
5	1	0	0	0	1	1	1	1	143
2	1	0	0	1	0	0	0	0	144
3	1	0	0	1	0	0	0	1	145
3	1	0	0	1	0	0	1	0	146
4	1	0	0	1	0	0	1	1	147
3	1	0	0	1	0	1	0	0	148
4	1	0	0	1	0	1	0	1	149
4	1	0	0	1	0	1	1	0	150
5	1	0	0	1	0	1	1	1	151
3	1	0	0	1	1	0	0	0	152
4	1	0	0	1	1	0	0	1	153
4	1	0	0	1	1	0	1	0	154
5	1	0	0	1	1	0	1	1	155
4	1	0	0	1	1	1	0	0	156
5	1	0	0	1	1	1	0	1	157
5	1	0	0	1	1	1	1	0	158
6	1	0	0	1	1	1	1	1	159
2	1	0	1	0	0	0	0	0	160
3	1	0	1	0	0	0	0	1	161
3	1	0	1	0	0	0	1	0	162
4	1	0	1	0	0	0	1	1	163
3	1	0	1	0	0	1	0	0	164
4	1	0	1	0	0	1	0	1	165
4	1	0	1	0	0	1	1	0	166
5	1	0	1	0	0	1	1	1	167
3	1	0	1	0	1	0	0	0	168
4	1	0	1	0	1	0	0	1	169
4	1	0	1	0	1	0	1	0	170
5	1	0	1	0	1	0	1	1	171
4	1	0	1	0	1	1	0	0	172
5	1	0	1	0	1	1	0	1	173
5	1	0	1	0	1	1	1	0	174
6	1	0	1	0	1	1	1	1	175
3	1	0	1	1	0	0	0	0	176
4	1	0	1	1	0	0	0	1	177
4	1	0	1	1	0	0	1	0	178
5	1	0	1	1	0	0	1	1	179
4	1	0	1	1	0	1	0	0	180
5	1	0	1	1	0	1	0	1	181
5	1	0	1	1	0	1	1	0	182
6	1	0	1	1	0	1	1	1	183
4	1	0	1	1	1	0	0	0	184
5	1	0	1	1	1	0	0	1	185
5	1	0	1	1	1	0	1	0	186
6	1	0	1	1	1	0	1	1	187
5	1	0	1	1	1	1	0	0	188
6	1	0	1	1	1	1	0	1	189
6	1	0	1	1	1	1	1	0	190
7	1	0	1	1	1	1	1	1	191
2	1	1	0	0	0	0	0	0	192
3	1	1	0	0	0	0	0	1	193
3	1	1	0	0	0	0	1	0	194
4	1	1	0	0	0	0	1	1	195
3	1	1	0	0	0	1	0	0	196
4	1	1	0	0	0	1	0	1	197
4	1	1	0	0	0	1	1	0	198
5	1	1	0	0	0	1	1	1	199
3	1	1	0	0	1	0	0	0	200
4	1	1	0	0	1	0	0	1	201
4	1	1	0	0	1	0	1	0	202
5	1	1	0	0	1	0	1	1	203
4	1	1	0	0	1	1	0	0	204
5	1	1	0	0	1	1	0	1	205
5	1	1	0	0	1	1	1	0	206
6	1	1	0	0	1	1	1	1	207
3	1	1	0	1	0	0	0	0	208
4	1	1	0	1	0	0	0	1	209
4	1	1	0	1	0	0	1	0	210
5	1	1	0	1	0	0	1	1	211
4	1	1	0	1	0	1	0	0	212
5	1	1	0	1	0	1	0	1	213
5	1	1	0	1	0	1	1	0	214
6	1	1	0	1	0	1	1	1	215
4	1	1	0	1	1	0	0	0	216
5	1	1	0	1	1	0	0	1	217
5	1	1	0	1	1	0	1	0	218
6	1	1	0	1	1	0	1	1	219
5	1	1	0	1	1	1	0	0	220
6	1	1	0	1	1	1	0	1	221
6	1	1	0	1	1	1	1	0	222
7	1	1	0	1	1	1	1	1	223
3	1	1	1	0	0	0	0	0	224
4	1	1	1	0	0	0	0	1	225
4	1	1	1	0	0	0	1	0	226
5	1	1	1	0	0	0	1	1	227
4	1	1	1	0	0	1	0	0	228
5	1	1	1	0	0	1	0	1	229
5	1	1	1	0	0	1	1	0	230
6	1	1	1	0	0	1	1	1	231
4	1	1	1	0	1	0	0	0	232
5	1	1	1	0	1	0	0	1	233
5	1	1	1	0	1	0	1	0	234
6	1	1	1	0	1	0	1	1	235
5	1	1	1	0	1	1	0	0	236
6	1	1	1	0	1	1	0	1	237
6	1	1	1	0	1	1	1	0	238
7	1	1	1	0	1	1	1	1	239
4	1	1	1	1	0	0	0	0	240
5	1	1	1	1	0	0	0	1	241
5	1	1	1	1	0	0	1	0	242
6	1	1	1	1	0	0	1	1	243
5	1	1	1	1	0	1	0	0	244
6	1	1	1	1	0	1	0	1	245
6	1	1	1	1	0	1	1	0	246
7	1	1	1	1	0	1	1	1	247
5	1	1	1	1	1	0	0	0	248
6	1	1	1	1	1	0	0	1	249
6	1	1	1	1	1	0	1	0	250
7	1	1	1	1	1	0	1	1	251
6	1	1	1	1	1	1	0	0	252
7	1	1	1	1	1	1	0	1	253
7	1	1	1	1	1	1	1	0	254
8	1	1	1	1	1	1	1	1	255
